# L1_m9 Mstar-1sigma_fgas-4sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>1 (qfrommz_alpha_fixed_1p12); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of C_ell in log bins, Delta ln ell = 0.4, ell_max = 10000
# ell_eff  1e12_D_ell_yy
1.005184e+02 2.503061e-02
1.499558e+02 4.166879e-02
2.237077e+02 6.855452e-02
3.337327e+02 1.178194e-01
4.978707e+02 1.906979e-01
7.427358e+02 3.060400e-01
1.108032e+03 4.667479e-01
1.652989e+03 6.624233e-01
2.465970e+03 8.491045e-01
3.678794e+03 9.581224e-01
5.488116e+03 9.103231e-01
8.187308e+03 7.221110e-01
