# L1_m9 fiducial masked tSZ, q>50 (qfrommz_alpha_fixed_1p12); same masking as the binned_18 file; Delta ln ell = 0.4; ell_max = 10000; HEALPix Nside=4096 pixel window deconvolved
# ell_eff  1e12_D_ell_yy
1.005184e+02 8.838146e-02
1.499558e+02 1.472344e-01
2.237077e+02 2.337927e-01
3.337327e+02 3.624464e-01
4.978707e+02 5.370468e-01
7.427358e+02 7.520759e-01
1.108032e+03 1.012506e+00
1.652989e+03 1.280264e+00
2.465970e+03 1.494690e+00
3.678794e+03 1.586851e+00
5.488116e+03 1.483314e+00
8.187308e+03 1.209206e+00
